,Age,Country,LanguageHaveWorkedWith,LearnCode
65110,25-34 years old,Austria,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
65111,25-34 years old,United Kingdom of Great Britain and Northern Ireland,HTML/CSS;JavaScript;PHP,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
65112,25-34 years old,India,C#,Online Courses or Certification;Coding Bootcamp;Hackathons (virtual or in-person)
65113,25-34 years old,Nigeria,Bash/Shell;HTML/CSS;JavaScript;PHP;Python;R;Ruby,Books / Physical media;Online Courses or Certification;Coding Bootcamp;Hackathons (virtual or in-person)
65114,Under 18 years old,Bangladesh,HTML/CSS,"Other online resources (e.g., videos, blogs, forum)"
65115,25-34 years old,Poland,C#;HTML/CSS;JavaScript;Python;SQL,"School (i.e., University, College, etc)"
65116,25-34 years old,Germany,Go;JavaScript;TypeScript,Online Courses or Certification;Coding Bootcamp
65117,25-34 years old,India,MATLAB;Python;SQL,Online Courses or Certification
65118,25-34 years old,Portugal,Bash/Shell;C;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
65119,25-34 years old,Zambia,C#;Dart;Java;JavaScript;Kotlin;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
65120,35-44 years old,United States of America,Java;JavaScript;Python;SQL,"Books / Physical media;School (i.e., University, College, etc);On the job training;Online Courses or Certification"
65121,Prefer not to say,India,C#;HTML/CSS;Lua;Python;TypeScript,"Other online resources (e.g., videos, blogs, forum)"
65122,35-44 years old,Italy,HTML/CSS;Java;JavaScript;SQL;TypeScript,"Books / Physical media;School (i.e., University, College, etc);On the job training"
65123,35-44 years old,Israel,Bash/Shell;HTML/CSS;JavaScript;PHP,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
65124,18-24 years old,Finland,HTML/CSS;Python;SQL,"Other online resources (e.g., videos, blogs, forum)"
65125,18-24 years old,Egypt,C++;HTML/CSS;Java;JavaScript;MATLAB;PHP;Python;SQL,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification"
65126,55-64 years old,Norway,C#;JavaScript;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague"
65127,45-54 years old,United Kingdom of Great Britain and Northern Ireland,Java;JavaScript,"Books / Physical media;School (i.e., University, College, etc);On the job training;Online Courses or Certification"
65128,Under 18 years old,United Kingdom of Great Britain and Northern Ireland,HTML/CSS;JavaScript,"Other online resources (e.g., videos, blogs, forum);Other (please specify):"
65129,35-44 years old,Germany,C#;HTML/CSS;SQL;TypeScript,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague"
65130,35-44 years old,Italy,C#;C++;Fortran,"Other online resources (e.g., videos, blogs, forum);On the job training"
65131,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Bash/Shell;HTML/CSS;JavaScript;Python;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
65132,Under 18 years old,India,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL,"Other online resources (e.g., videos, blogs, forum)"
65133,25-34 years old,Czech Republic,Bash/Shell;C#;PowerShell;Python,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
65134,35-44 years old,Romania,C#;JavaScript;PHP;SQL;TypeScript,"Friend or family member;Other online resources (e.g., videos, blogs, forum);On the job training;Colleague"
65135,35-44 years old,Russian Federation,JavaScript;Ruby,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification"
65136,25-34 years old,"Congo, Republic of the...",C;HTML/CSS;JavaScript;VBA,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification"
65137,25-34 years old,Ukraine,Python;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification"
65138,,Singapore,Bash/Shell;HTML/CSS;Java;JavaScript;Perl;PHP;Python;SQL;VBA,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
65139,35-44 years old,Spain,HTML/CSS;JavaScript;SQL,Books / Physical media;Online Courses or Certification;Coding Bootcamp;Colleague
65140,45-54 years old,Slovakia,Assembly;Bash/Shell;C;C++;Delphi;HTML/CSS;SQL,"Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Coding Bootcamp;Colleague"
65141,25-34 years old,Sweden,Go;Java;JavaScript;Python;TypeScript,"Books / Physical media;Friend or family member;School (i.e., University, College, etc);Online Courses or Certification"
65142,35-44 years old,Philippines,Bash/Shell;JavaScript;PHP;Python;Ruby;Rust;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum)"
65143,,Australia,C;C++;LISP;MATLAB;Python;SQL,Books / Physical media
65144,25-34 years old,India,COBOL;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
65145,45-54 years old,Italy,Assembly;C;C#;C++;Python,"Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Colleague"
65146,35-44 years old,"Iran, Islamic Republic of...",C#;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification;Coding Bootcamp;Colleague"
65147,35-44 years old,France,Bash/Shell;HTML/CSS;JavaScript;Python,"Books / Physical media;School (i.e., University, College, etc);On the job training"
65148,45-54 years old,South Africa,Dart;HTML/CSS;JavaScript;PHP;Python;SQL,"Other online resources (e.g., videos, blogs, forum);Colleague"
65149,35-44 years old,Czech Republic,Bash/Shell;C++;Python,"Books / Physical media;School (i.e., University, College, etc)"
65150,25-34 years old,Cyprus,HTML/CSS;JavaScript;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification"
65151,25-34 years old,France,Bash/Shell;C#;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,"Books / Physical media;School (i.e., University, College, etc);Online Courses or Certification"
65152,25-34 years old,Poland,HTML/CSS;JavaScript;PHP;SQL,"Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
65153,35-44 years old,France,Java;JavaScript;SQL;TypeScript,"Books / Physical media;Friend or family member;School (i.e., University, College, etc);On the job training"
65154,35-44 years old,Switzerland,Perl;Python;SQL,Books / Physical media;Friend or family member
65155,35-44 years old,Australia,Bash/Shell;C#;C++;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
65156,18-24 years old,Germany,Assembly;C;C++;Dart;HTML/CSS;JavaScript;Kotlin;LISP;Python;SQL;Swift;TypeScript,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
65157,35-44 years old,Ukraine,HTML/CSS;JavaScript;R;SQL,Books / Physical media;Coding Bootcamp
65158,18-24 years old,Tunisia,HTML/CSS;Java;JavaScript;SQL;TypeScript,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
65159,35-44 years old,Lithuania,C;C#;C++;Go;JavaScript;PHP;SQL,Books / Physical media;Online Courses or Certification
65160,35-44 years old,Spain,Bash/Shell;HTML/CSS;JavaScript;Python,"School (i.e., University, College, etc)"
65161,,,,
65162,35-44 years old,Norway,Bash/Shell;C#;C++;F#;HTML/CSS;JavaScript;Kotlin;PowerShell;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification;Coding Bootcamp;Colleague;Hackathons (virtual or in-person)"
65163,35-44 years old,South Africa,C#;HTML/CSS;JavaScript;SQL;TypeScript,"School (i.e., University, College, etc)"
65164,45-54 years old,Switzerland,Bash/Shell;Groovy;Java;JavaScript;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
65165,35-44 years old,France,C++;Dart;HTML/CSS;JavaScript;Julia;Python;Rust;Solidity;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification"
65166,25-34 years old,Spain,C#;HTML/CSS;SQL,"Books / Physical media;School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague"
65167,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Python;SQL,"Other online resources (e.g., videos, blogs, forum);Online Courses or Certification"
65168,25-34 years old,India,Bash/Shell;JavaScript;PHP;Python;Ruby;SQL,"Other online resources (e.g., videos, blogs, forum);Online Courses or Certification;Hackathons (virtual or in-person)"
65169,35-44 years old,Estonia,HTML/CSS;JavaScript;PHP;TypeScript,"Other online resources (e.g., videos, blogs, forum)"
65170,45-54 years old,Spain,Bash/Shell;C;C++;Python,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
65171,25-34 years old,South Africa,C#;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;SQL;TypeScript,"Books / Physical media;School (i.e., University, College, etc);Online Courses or Certification"
65172,55-64 years old,United Kingdom of Great Britain and Northern Ireland,HTML/CSS;JavaScript;PHP;SQL,On the job training;Online Courses or Certification;Colleague
65173,35-44 years old,Sweden,Bash/Shell;C#;Java;JavaScript;Objective-C;PHP;Python;SQL;TypeScript,"Other online resources (e.g., videos, blogs, forum)"
65174,25-34 years old,Saudi Arabia,Bash/Shell;HTML/CSS;JavaScript;PHP;SQL,"Other online resources (e.g., videos, blogs, forum);Online Courses or Certification"
65175,18-24 years old,Poland,C#;C++;F#;HTML/CSS;Java;JavaScript;PHP;Python;Rust;TypeScript,"Other online resources (e.g., videos, blogs, forum);Online Courses or Certification"
65176,18-24 years old,United States of America,Bash/Shell;C#;Go;Java;Python;TypeScript,"Books / Physical media;School (i.e., University, College, etc)"
65177,65 years or older,Netherlands,C;C++;Java;LISP,"School (i.e., University, College, etc)"
65178,35-44 years old,Romania,TypeScript,"Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification"
65179,25-34 years old,Bulgaria,Dart;HTML/CSS;JavaScript;Ruby;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum)"
65180,25-34 years old,Russian Federation,HTML/CSS;JavaScript;Python,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification"
65181,25-34 years old,Italy,Bash/Shell;HTML/CSS;JavaScript;Lua;Perl;PHP;Python;Ruby;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training"
65182,Under 18 years old,Azerbaijan,C#;C++;HTML/CSS;JavaScript;Lua;Python;Ruby,"Other online resources (e.g., videos, blogs, forum)"
65183,18-24 years old,Bosnia and Herzegovina,Dart;Java;Kotlin,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Coding Bootcamp"
65184,25-34 years old,Ukraine,Elixir,"Other online resources (e.g., videos, blogs, forum)"
65185,25-34 years old,India,C#;Java;JavaScript;PowerShell;Scala;SQL;TypeScript,"School (i.e., University, College, etc);Online Courses or Certification"
65186,25-34 years old,Philippines,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Rust;SQL;TypeScript;VBA,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
65187,18-24 years old,India,C;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;R;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
65188,25-34 years old,India,HTML/CSS;Java;JavaScript,"School (i.e., University, College, etc)"
65189,18-24 years old,Poland,Rust,"Other online resources (e.g., videos, blogs, forum)"
65190,25-34 years old,United Kingdom of Great Britain and Northern Ireland,C#;C++;Python;SQL;VBA,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification"
65191,35-44 years old,India,HTML/CSS;JavaScript;PHP;SQL,Books / Physical media
65192,,India,HTML/CSS;Java;JavaScript;TypeScript,Books / Physical media;On the job training;Online Courses or Certification;Coding Bootcamp
65193,18-24 years old,France,C;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,"School (i.e., University, College, etc)"
65194,25-34 years old,India,C;C++;Go;HTML/CSS;Java;Python;R;Scala;SQL,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
65195,35-44 years old,France,HTML/CSS;Java;JavaScript;SQL;TypeScript,"School (i.e., University, College, etc)"
65196,18-24 years old,United Kingdom of Great Britain and Northern Ireland,C++;JavaScript;Python;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification"
65197,25-34 years old,Czech Republic,Bash/Shell;HTML/CSS;JavaScript;Python;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification"
65198,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Bash/Shell;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,"School (i.e., University, College, etc)"
65199,25-34 years old,Italy,Python,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
65200,18-24 years old,Israel,C#;Groovy;HTML/CSS;Python;SQL,"Other online resources (e.g., videos, blogs, forum)"
65201,18-24 years old,Bangladesh,Assembly;C;C#;C++;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification"
65202,45-54 years old,India,C#;HTML/CSS;JavaScript;PowerShell;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum)"
65203,,,,
65204,18-24 years old,Australia,HTML/CSS;JavaScript;Lua;PHP;SQL,"Other online resources (e.g., videos, blogs, forum)"
65205,35-44 years old,Viet Nam,PHP;SQL,"Friend or family member;School (i.e., University, College, etc)"
65206,Under 18 years old,United Kingdom of Great Britain and Northern Ireland,HTML/CSS;JavaScript;PHP;Python,"Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification"
65207,35-44 years old,Germany,C#;Python,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
65208,35-44 years old,Netherlands,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification"
65209,Under 18 years old,India,Bash/Shell;Rust;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
65210,18-24 years old,Bangladesh,C;C++;HTML/CSS;JavaScript;PHP;Python,"Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification"
65211,18-24 years old,Ukraine,HTML/CSS;JavaScript;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Colleague"
65212,18-24 years old,Albania,C;C#;Java,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
65213,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Bash/Shell;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification"
65214,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Bash/Shell;C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification;Coding Bootcamp"
65215,35-44 years old,Germany,Bash/Shell;C;C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;R;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Coding Bootcamp"
65216,35-44 years old,Netherlands,Bash/Shell;C;C#;HTML/CSS;JavaScript;Python;SQL,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
65217,25-34 years old,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;JavaScript;PowerShell,On the job training
65218,25-34 years old,Iraq,C#;HTML/CSS;JavaScript;PowerShell;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Colleague"
65219,18-24 years old,China,Go;Java;Kotlin;Python,"Other online resources (e.g., videos, blogs, forum)"
65220,25-34 years old,India,Dart;SQL,"Other online resources (e.g., videos, blogs, forum);Online Courses or Certification"
65221,45-54 years old,Germany,,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
65222,35-44 years old,Finland,C#;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Colleague"
65223,25-34 years old,Spain,C#;HTML/CSS;Java;JavaScript;Python,Colleague
65224,25-34 years old,Australia,HTML/CSS;JavaScript;PHP,"Books / Physical media;Other online resources (e.g., videos, blogs, forum)"
65225,25-34 years old,Netherlands,HTML/CSS;JavaScript;Python,"Friend or family member;School (i.e., University, College, etc)"
65226,18-24 years old,Pakistan,Assembly;C#;HTML/CSS;Java;JavaScript;Python,"School (i.e., University, College, etc);Online Courses or Certification"
65227,18-24 years old,Russian Federation,Java;JavaScript;Python;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
65228,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Bash/Shell;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL,Books / Physical media;On the job training
65229,18-24 years old,Singapore,Python,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification"
65230,35-44 years old,Germany,HTML/CSS;JavaScript;PHP,"Books / Physical media;Other online resources (e.g., videos, blogs, forum)"
65231,25-34 years old,Belgium,Bash/Shell;HTML/CSS;Java;JavaScript;Python;Scala;SQL;TypeScript,"Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Coding Bootcamp;Colleague"
65232,35-44 years old,China,C;OCaml;Python,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague;Other (please specify):;Hackathons (virtual or in-person)"
65233,35-44 years old,Germany,Bash/Shell;Go;Groovy;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL;TypeScript,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
65234,Under 18 years old,Germany,C;Python;SQL,"Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
65235,18-24 years old,Myanmar,HTML/CSS;JavaScript,"Other online resources (e.g., videos, blogs, forum);Online Courses or Certification;Colleague"
65236,25-34 years old,France,HTML/CSS;JavaScript;PHP;SQL,"School (i.e., University, College, etc);On the job training;Online Courses or Certification;Coding Bootcamp;Hackathons (virtual or in-person)"
65237,25-34 years old,Germany,Bash/Shell;C;JavaScript;Kotlin;Python;Solidity;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum)"
65238,25-34 years old,India,Java,Friend or family member;Coding Bootcamp
65239,25-34 years old,India,C#;HTML/CSS;JavaScript;PowerShell;Python,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
65240,45-54 years old,Netherlands,C#;PHP;PowerShell;SQL,"School (i.e., University, College, etc)"
65241,45-54 years old,Germany,Bash/Shell;Objective-C;Python;SQL;Swift,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
65242,18-24 years old,Germany,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Python;Rust,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Other (please specify):"
65243,45-54 years old,France,Bash/Shell;C;Java;OCaml;PowerShell;Python,"Other online resources (e.g., videos, blogs, forum);Online Courses or Certification;Other (please specify):"
65244,35-44 years old,India,Bash/Shell;Java,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague"
65245,25-34 years old,United Kingdom of Great Britain and Northern Ireland,C#;JavaScript;Python;SQL;TypeScript,"School (i.e., University, College, etc)"
65246,25-34 years old,Georgia,HTML/CSS;JavaScript;Ruby;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification"
65247,25-34 years old,South Africa,Java;JavaScript,"School (i.e., University, College, etc);Online Courses or Certification"
65248,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Assembly;C;C++;Python,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Colleague"
65249,18-24 years old,India,C++;HTML/CSS;Java,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification"
65250,45-54 years old,Germany,Java;JavaScript;Objective-C;SQL;Swift,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Colleague"
65251,35-44 years old,Netherlands,Java;Kotlin,"Books / Physical media;School (i.e., University, College, etc)"
65252,18-24 years old,China,C#;C++;Go;JavaScript;Python,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
65253,18-24 years old,Portugal,C++;JavaScript;Python;R;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
65254,25-34 years old,Pakistan,HTML/CSS;JavaScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification"
65255,25-34 years old,Serbia,JavaScript;PHP;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
65256,25-34 years old,Russian Federation,HTML/CSS;JavaScript;TypeScript,Other (please specify):
65257,25-34 years old,Turkey,HTML/CSS;JavaScript;TypeScript,"Other online resources (e.g., videos, blogs, forum)"
65258,35-44 years old,Bulgaria,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
65259,25-34 years old,Germany,Go;HTML/CSS;JavaScript;Kotlin;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
65260,35-44 years old,Czech Republic,HTML/CSS;Java;JavaScript;Kotlin,"Other online resources (e.g., videos, blogs, forum);Online Courses or Certification"
65261,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Bash/Shell;HTML/CSS;JavaScript;PHP;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification"
65262,18-24 years old,India,,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
65263,35-44 years old,Austria,HTML/CSS;JavaScript;PHP;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);Other (please specify):"
65264,25-34 years old,India,JavaScript,"Other online resources (e.g., videos, blogs, forum);Online Courses or Certification;Coding Bootcamp;Colleague;Hackathons (virtual or in-person)"
65265,25-34 years old,Germany,Bash/Shell;C;Go;Haskell;HTML/CSS;Python;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
65266,25-34 years old,India,Java;Python;SQL,"School (i.e., University, College, etc)"
65267,25-34 years old,Ireland,Go;Java;SQL,"School (i.e., University, College, etc)"
65268,25-34 years old,Netherlands,Bash/Shell;HTML/CSS;JavaScript;TypeScript,"Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification;Colleague"
65269,18-24 years old,China,Assembly;C;C++;Java,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Colleague"
65270,45-54 years old,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;Java;JavaScript;Kotlin;Perl;PHP;PowerShell;Python;Ruby;Scala;SQL;TypeScript;VBA,"Books / Physical media;School (i.e., University, College, etc);On the job training;Online Courses or Certification"
65271,25-34 years old,Ireland,C;HTML/CSS;JavaScript;PHP;SQL,"School (i.e., University, College, etc)"
65272,25-34 years old,India,C++;HTML/CSS;JavaScript;Ruby;SQL;TypeScript,"Other online resources (e.g., videos, blogs, forum);Online Courses or Certification;Coding Bootcamp"
65273,18-24 years old,India,C;C++;HTML/CSS;JavaScript,"Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
65274,25-34 years old,Poland,C#;PowerShell;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
65275,25-34 years old,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;JavaScript;PHP;Python;TypeScript,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
65276,45-54 years old,Ireland,C#;TypeScript,Books / Physical media
65277,45-54 years old,United Kingdom of Great Britain and Northern Ireland,Bash/Shell;Go;Groovy;HTML/CSS;JavaScript;Lua;PHP;Python;Scala;SQL;TypeScript,"Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague"
65278,25-34 years old,Russian Federation,C#;Rust,"Books / Physical media;Other online resources (e.g., videos, blogs, forum)"
65279,45-54 years old,Hungary,C#;HTML/CSS;SQL;TypeScript,"Books / Physical media;School (i.e., University, College, etc)"
65280,35-44 years old,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;JavaScript;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);Other (please specify):"
65281,35-44 years old,Netherlands,HTML/CSS;JavaScript;PHP;SQL,"Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification;Coding Bootcamp;Colleague"
65282,25-34 years old,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;JavaScript;SQL;TypeScript,"School (i.e., University, College, etc);On the job training"
65283,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Bash/Shell;C;C++;JavaScript;MATLAB;PowerShell;Python;Rust,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
65284,45-54 years old,United Kingdom of Great Britain and Northern Ireland,Bash/Shell;C;HTML/CSS;JavaScript;LISP;Python;SQL,"Books / Physical media;School (i.e., University, College, etc);On the job training;Online Courses or Certification"
65285,25-34 years old,Slovenia,C;C#,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
65286,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Erlang;Go;HTML/CSS;JavaScript;Ruby;TypeScript,Books / Physical media
65287,25-34 years old,Italy,Go;Java;JavaScript;Kotlin;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification"
65288,35-44 years old,Romania,Java;Python;SQL,"Other online resources (e.g., videos, blogs, forum);Online Courses or Certification"
